no;lm_indo;cek;cek2;lm_eng;negative;positive;uncertainty;litigious;strong_modal;weak_modal;constraining;complexity;anger;anticipation;disgust;fear;joy;negative_alt;positive_alt;sadness;surprise;trust
3218;laser;;;laser;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3219;lawan;;;opponent;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0
3220;layang-layang;;;kite;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3221;layu;;;withered;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3222;lazim;;;prevalent;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3223;lebah;;;bee;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
3224;lebih buruk;;;worse;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
3225;lebih menyukai;;;prefer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3226;lebih tua;;;elder;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3227;lecet;;;chafing;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3228;lega;;;relief;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3229;legendaris;;;legendary;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3230;legislator;;;legislator;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3231;legitimasi;;;legitimacy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3232;lekukan;;;indent;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3233;lelaki yg tdk terpelajar;;;kern;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3234;lelang;;;auction;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3235;leluhur;;;ancestral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3236;lemak;;;adipose;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3237;lemas;;;limp;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3238;lembab;;;dank;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3239;lembaga;;;institute;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3240;lembam;;;inert;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3241;lemon;;;lemon;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3242;lengah;;;unguarded;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
3243;lengan bawah;;;forearm;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
3244;lengkap;;;exhaustive;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3245;lengket;;;sticky;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3246;lentur;;;lithe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3247;lepuh;;;blister;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3248;lereng;;;incline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3249;letal;;;lethal;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
3250;letih;;;wearily;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
3251;letnan;;;lieutenant;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3252;letusan;;;eruption;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0
3253;leukemia;;;leukemia;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0
3254;liberal;;;liberal;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
3255;liburan;;;vacation;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
3256;licin;;;sleek;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3257;liga;;;league;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3258;lihai;;;shrewd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3259;limbah;;;waste;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3260;lingkungan;;;neighborhood;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3261;linglung;;;dazed;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3262;linu panggul;;;sciatica;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3263;lirik;;;leer;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3264;liris;;;lyrical;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
3265;logis;;;logical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3266;lolos;;;escaped;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3267;lomba layar;;;regatta;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3268;longgar;;;lax;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
3269;lonjakan;;;surge;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
3270;loon;;;loon;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3271;lotre;;;lottery;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3272;lowongan;;;vacancy;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3273;loyal;;;loyal;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1
3274;loyalitas;;;loyalty;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3275;luak;;;badger;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
3276;luar negeri;;;foreign;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3277;lubang angin;;;vent;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3278;lucu sekali;;;hilarious;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0
3279;lumayan;;;goodly;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3280;lumba-lumba;;;dolphin;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1
3281;lumpuh;;;crippled;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
3282;lumpur salju;;;slush;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0
3283;lunak;;;lenient;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3284;lupa;;;forget;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3285;lusuh;;;shabby;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3286;lynch;;;lynch;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
3287;maaf;;;pardon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3288;mafia;;;mafia;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
3289;magnet;;;magnet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3290;magnetit;;;magnetite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3291;mahakuasa;;;almighty;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3292;mahatahu;;;omniscient;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3293;makan;;;eat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3294;makan malam;;;dinner;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3295;makanan ternak;;;forage;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3296;makhluk hidup;;;mortal;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3297;maksimum;;;maximum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3298;malaikat;;;angel;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1
3299;malaria;;;malaria;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
3300;maling;;;thief;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0
3301;malpraktik;;;malpractice;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
3302;mama;;;mamma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3303;mandamus;;;mandamus;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
3304;Mandarin;;;mandarin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3305;mandat;;;credential;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3306;mandi;;;bath;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3307;mandor;;;foreman;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3308;manfaat;;;leverage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3309;mangsa;;;prey;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
3310;manifestasi;;;manifestation;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3311;manipulasi;;;manipulation;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
3312;manisan;;;candied;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3313;manna;;;manna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3314;mantap;;;dogged;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3315;manusia super;;;superman;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
3316;manusiawi;;;humane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3317;mapan;;;established;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
3318;marquis;;;marquis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3319;marsekal;;;marshal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3320;martingale;;;martingale;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3321;martir;;;martyr;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
3322;masa kanak-kanak;;;childhood;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
3323;masa kejayaan;;;heyday;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
3324;masa pensiun;;;retirement;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1
3325;masa percobaan;;;probation;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0
3326;masalah;;;problem;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
3327;masih tertinggal;;;linger;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3328;maskulin;;;masculine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3329;massa;;;mob;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
3330;masyarakat;;;community;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3331;mata duitan;;;mercenary;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
3332;matahari;;;sun;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1
3333;matahari terbenam;;;sunset;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
3334;matang;;;ripe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3335;matematis;;;mathematical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3336;materialis;;;materialist;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3337;materialisme;;;materialism;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3338;mati lemas;;;suffocation;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
3339;mayoritas;;;majority;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
3340;mazmur;;;psalm;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3341;medali;;;medal;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1
3342;medan perang;;;battlefield;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
3343;mediasi;;;mediation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3344;medis;;;medical;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1
3345;mediterania;;;mediterranean;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3346;mekar;;;blossom;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
3347;melacak;;;track;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3348;melahap;;;devour;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3349;melaksanakan;;;enforce;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0
3350;melampiaskan;;;wreak;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
3351;melanggar hukum;;;unlawful;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
3352;melankolik;;;melancholic;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
3353;melankolis;;;melancholy;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
3354;melayu;;;wither;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
3355;melebih-lebihkan;;;overestimated;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3356;meledakkan;;;detonate;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
3357;melemah;;;weakened;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3358;melengkapi;;;complement;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1
3359;melengking;;;shrill;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0
3360;melenyapkan;;;obliterate;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0
3361;meleset;;;fumble;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3362;meletus;;;erupt;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0
3363;melewati;;;skip;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3364;melibatkan;;;implicate;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
3365;melihat;;;perceive;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3366;melimpah;;;abundant;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
3367;melimpahi;;;smother;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
3368;melimpahkan;;;delegate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3369;meliur;;;drivel;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3370;melokalisir;;;localize;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3371;melolong;;;howl;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0
3372;meluap;;;overflow;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3373;meludah;;;spit;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3374;melukai;;;injure;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0
3375;meluncur;;;glide;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
3376;meluncurkan;;;launch;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
3377;melupakan;;;forego;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3378;memacu;;;spur;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3379;memakai;;;wear;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
3380;memalsukan;;;falsify;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3381;memamerkan;;;flaunt;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3382;memancarkan;;;radiate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3383;memandu;;;guide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3384;memanen;;;harvest;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0
3385;memanggang;;;broil;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
3386;memanipulasi;;;manipulate;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3387;memanjakan;;;spoil;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3388;memar;;;bruise;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
3389;memarahi;;;scold;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
3390;memarut;;;grate;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3391;mematangkan;;;ripen;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
3392;mematikan;;;deadly;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
3393;mematuhi;;;obey;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
3394;mematuk;;;peck;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3395;membabi buta;;;blindly;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
3396;membaca;;;reading;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3397;membagikan;;;dole;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
3398;membalikkan;;;misrepresent;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3399;membanggakan;;;boast;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
3400;membanting;;;slam;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0
3401;membara;;;simmer;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
3402;membarui lagi;;;refurbish;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3403;membasmi;;;eradicate;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
3404;membayar;;;pay;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
3405;membebani;;;overburden;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3406;membebaskan;;;liberate;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;1
3407;membedakan;;;discriminate;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
3408;membelok;;;veer;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
3409;membenamkan;;;immerse;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1
3410;membentengi;;;fortify;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3411;memberatkan;;;aggravating;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
3412;memberdayakan;;;empower;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3413;memberikan;;;render;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3414;memberitahukan;;;inform;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3415;memberontak;;;revolt;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0
3416;membersihkan nama baik;;;vindicate;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3417;membesut;;;gush;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
3418;membina;;;nurture;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;1
3419;membinasakan;;;annihilate;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
3420;memboikot;;;boycott;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3421;membombardir;;;bombard;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
3422;membongkar;;;pry;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1
3423;membuat bingung;;;ruffle;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3424;membuat terkesan;;;impress;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3425;membuat ulang;;;remake;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3426;membumbui;;;spice;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3427;membungkuk;;;slouch;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3428;memburu;;;hunting;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0
3429;memekik;;;screech;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
3430;memeluk;;;hug;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
3431;memenjarakan;;;imprison;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3432;memenuhi;;;fulfill;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
3433;memerah;;;blush;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3434;memeras;;;wring;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3435;memercayai;;;trust;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3436;memeriahkan;;;enliven;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1
3437;memerintah;;;govern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3438;Memesan;;;reserve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3439;memikat hati;;;captivate;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1
3440;memiliki;;;possess;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
3441;memimpin;;;lead;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3442;meminta maaf;;;apologize;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
3443;memodifikasi;;;modify;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
3444;mempelai;;;bridegroom;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
3445;mempelajari;;;learn;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3446;mempengaruhi;;;predispose;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3447;memperbudak;;;enslave;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3448;mempercantik;;;beautify;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
3449;mempercayakan;;;entrust;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3450;memperdaya;;;sucker;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
3451;memperingati;;;commemorate;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0
3452;memperingatkan;;;warn;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1
3453;memperkaya;;;enrich;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3454;memperkecil;;;minimize;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3455;memperkosa;;;rape;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
3456;memperlambat;;;retard;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
3457;mempersiapkan;;;prepare;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
3458;mempertahankan;;;retain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3459;mempertaruhkan;;;risk;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
3460;mempertinggi;;;heighten;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
3461;memproduksi;;;producing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3462;memprovokasi;;;provoking;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0
3463;memuakkan;;;sickening;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
3464;memudahkan;;;facilitate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3465;memudar;;;fade;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3466;memukau;;;fascinating;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3467;memukul mundur;;;repelling;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
3468;memulangkan;;;discharge;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3469;memuliakan;;;glorify;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1
3470;memulihkan;;;restoring;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3471;memungkinkan;;;enable;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3472;memuntahkan;;;spew;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3473;memurnikan;;;purify;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
3474;memusnahkan;;;exterminate;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
3475;memveto;;;veto;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
3476;memvonis;;;condemn;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
3477;menabrak;;;crash;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0
3478;menaksir terlalu tinggi;;;overestimate;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
3479;menambah;;;augment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3480;menambatkan;;;tether;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3481;menandakan;;;signify;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3482;menanduk;;;gore;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
3483;menanggung;;;underwrite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
3484;menanjak;;;uphill;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0
3485;menanyai;;;interrogate;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3486;menara;;;tower;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3487;menari;;;dance;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
3488;menarik kembali;;;revoke;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
3489;menatap;;;staring;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3490;mencairkan;;;dilute;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3491;mencambuk;;;flog;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0
3492;mencampuradukkan;;;confound;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
3493;mencampuri;;;meddle;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
3494;mencari;;;seek;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
